uid,year,state,cigsale,lnincome,beer,age15to24,retprice,time,california,cal_trend,tax_dummy,tax_trend,cal_tax_dummy,cal_tax_trend
316,1975,Iowa,120.5,9.8002882,,0.1787968,45.400002,5,0,0,0,0,0,0
317,1976,Iowa,124.4,9.8033323,,0.18078621,47.799999,6,0,0,0,0,0,0
318,1977,Iowa,125.5,9.8393202,,0.18277571,49.400002,7,0,0,0,0,0,0
319,1978,Iowa,127.1,9.9141836,,0.1847651,54.599998,8,0,0,0,0,0,0
320,1979,Iowa,124.2,9.881053,,0.1867546,56.400002,9,0,0,0,0,0,0
321,1980,Iowa,124.6,9.8101025,,0.18874399,58.799999,10,0,0,0,0,0,0
322,1981,Iowa,132.89999,9.8386841,,0.1840352,61.400002,11,0,0,0,0,0,0
323,1982,Iowa,116.2,9.7953053,,0.1793265,72.800003,12,0,0,0,0,0,0
324,1983,Iowa,115.6,9.7835722,,0.17461769,84,13,0,0,0,0,0,0
325,1984,Iowa,111.2,9.8315821,23.9,0.1699089,93.300003,14,0,0,0,0,0,0
326,1985,Iowa,109.4,9.839345,22.9,0.1652002,99.5,15,0,0,0,0,0,0
327,1986,Iowa,104.1,9.8702335,23.299999,0.16049141,104.8,16,0,0,0,0,0,0
328,1987,Iowa,101.1,9.8879442,23.1,0.1557826,117.1,17,0,0,0,0,0,0
329,1988,Iowa,100.2,9.8755713,23,0.1510739,124.2,18,0,0,0,0,0,0
330,1989,Iowa,94.400002,9.9159241,22.700001,0.14636511,145.10001,19,0,0,1,0,0,0
331,1990,Iowa,95.400002,9.9278059,23.6,0.1416564,149.60001,20,0,0,1,1,0,0
332,1991,Iowa,97.099998,9.911109,23.5,,155.39999,21,0,0,1,2,0,0
333,1992,Iowa,95.199997,9.942481,23.299999,,178.5,22,0,0,1,3,0,0
334,1993,Iowa,92.5,9.9209833,23,,189.7,23,0,0,1,4,0,0
335,1994,Iowa,93.400002,9.9968672,23.299999,,171.39999,24,0,0,1,5,0,0
336,1995,Iowa,93,10.00185,22.700001,,179,25,0,0,1,6,0,0
337,1996,Iowa,94,10.04901,23.1,,183.8,26,0,0,1,7,0,0
338,1997,Iowa,93.900002,10.04928,23.299999,,189.3,27,0,0,1,8,0,0
339,1998,Iowa,94,,,,193.8,28,0,0,1,9,0,0
340,1999,Iowa,91.699997,,,,213,29,0,0,1,10,0,0
341,2000,Iowa,88.900002,,,,286.29999,30,0,0,1,11,0,0
342,1970,Kansas,114,,,0.18052471,34.200001,0,0,0,0,0,0,0
343,1971,Kansas,102.8,,,0.18155,38.900002,1,0,0,0,0,0,0
344,1972,Kansas,111,9.7681179,,0.1825754,38.799999,2,0,0,0,0,0,0
345,1973,Kansas,115.2,9.8382292,,0.1836008,39.299999,3,0,0,0,0,0,0
346,1974,Kansas,118.6,9.8108969,,0.1846261,40.200001,4,0,0,0,0,0,0
347,1975,Kansas,123.4,9.8006124,,0.1856515,42.700001,5,0,0,0,0,0,0
348,1976,Kansas,127.7,9.8306255,,0.1866769,46.599998,6,0,0,0,0,0,0
349,1977,Kansas,127.9,9.8480768,,0.18770219,48.099998,7,0,0,0,0,0,0
350,1978,Kansas,127.1,9.8756046,,0.1887276,52.599998,8,0,0,0,0,0,0
351,1979,Kansas,126.4,9.9037971,,0.189753,54.799999,9,0,0,0,0,0,0
352,1980,Kansas,127.1,9.8624439,,0.1907783,58.299999,10,0,0,0,0,0,0
353,1981,Kansas,132,9.8771791,,0.1857294,59.799999,11,0,0,0,0,0,0
354,1982,Kansas,130.89999,9.8813038,,0.1806805,65.099998,12,0,0,0,0,0,0
355,1983,Kansas,127.6,9.8855658,,0.1756316,77,13,0,0,0,0,0,0
356,1984,Kansas,121.7,9.9164648,20.700001,0.1705827,91,14,0,0,0,0,0,0
357,1985,Kansas,115.7,9.9359484,20.1,0.16553371,97.5,15,0,0,0,0,0,0
358,1986,Kansas,109.4,9.9614182,19.9,0.16048481,103,16,0,0,0,0,0,0
359,1987,Kansas,105.2,9.9628201,19.700001,0.1554359,114.5,17,0,0,0,0,0,0
360,1988,Kansas,103.2,9.9697027,19.299999,0.150387,123.9,18,0,0,0,0,0,0
361,1989,Kansas,96.5,9.9629526,19.4,0.145338,136.5,19,0,0,1,0,0,0
362,1990,Kansas,94.300003,9.9836664,19.700001,0.1402891,145.8,20,0,0,1,1,0,0
363,1991,Kansas,91.800003,9.9764175,20,,152.7,21,0,0,1,2,0,0
364,1992,Kansas,90,9.9982672,19.200001,,174.2,22,0,0,1,3,0,0
365,1993,Kansas,89.900002,10.00207,19.4,,174.2,23,0,0,1,4,0,0
366,1994,Kansas,89.099998,10.02658,19.5,,159.60001,24,0,0,1,5,0,0
367,1995,Kansas,90.099998,10.04495,19.1,,165.7,25,0,0,1,6,0,0
368,1996,Kansas,88.699997,10.07641,18.9,,167.7,26,0,0,1,7,0,0
369,1997,Kansas,89.199997,10.08714,19.700001,,171.3,27,0,0,1,8,0,0
370,1998,Kansas,87.599998,,,,184.3,28,0,0,1,9,0,0
371,1999,Kansas,83.300003,,,,207,29,0,0,1,10,0,0
372,2000,Kansas,79.800003,,,,271.20001,30,0,0,1,11,0,0
373,1970,Kentucky,155.8,,,0.1813101,28.299999,0,0,0,0,0,0,0
374,1971,Kentucky,163.5,,,0.1822996,30.1,1,0,0,0,0,0,0
375,1972,Kentucky,179.39999,9.5474815,,0.18328901,30.6,2,0,0,0,0,0,0
376,1973,Kentucky,201.89999,9.598115,,0.1842785,30.6,3,0,0,0,0,0,0
377,1974,Kentucky,212.39999,9.6005249,,0.1852679,31.5,4,0,0,0,0,0,0
378,1975,Kentucky,223,9.5793238,,0.18625741,33.299999,5,0,0,0,0,0,0
379,1976,Kentucky,230.89999,9.6248569,,0.1872468,36,6,0,0,0,0,0,0
380,1977,Kentucky,229.39999,9.6726656,,0.1882363,36.900002,7,0,0,0,0,0,0
381,1978,Kentucky,224.7,9.703743,,0.1892257,41.400002,8,0,0,0,0,0,0
382,1979,Kentucky,214.89999,9.7025099,,0.1902151,43.400002,9,0,0,0,0,0,0
383,1980,Kentucky,215.3,9.6613588,,0.19120459,46.299999,10,0,0,0,0,0,0
384,1981,Kentucky,209.7,9.6655722,,0.1872535,49.400002,11,0,0,0,0,0,0
385,1982,Kentucky,210.60001,9.6542597,,0.1833023,56.299999,12,0,0,0,0,0,0
386,1983,Kentucky,201.10001,9.642765,,0.1793512,66.400002,13,0,0,0,0,0,0
387,1984,Kentucky,183.2,9.6995554,18.5,0.17540009,75.400002,14,0,0,0,0,0,0
388,1985,Kentucky,182.39999,9.7036314,18.9,0.1714489,79.300003,15,0,0,0,0,0,0
389,1986,Kentucky,179.8,9.7299166,19.200001,0.1674978,85.400002,16,0,0,0,0,0,0
390,1987,Kentucky,171.2,9.7397251,19,0.1635467,90.5,17,0,0,0,0,0,0
391,1988,Kentucky,173.2,9.7585793,19.1,0.15959559,94.400002,18,0,0,0,0,0,0
392,1989,Kentucky,171.60001,9.7873411,18.299999,0.1556444,103.8,19,0,0,1,0,0,0
393,1990,Kentucky,182.5,9.8046007,20.1,0.1516933,115.6,20,0,0,1,1,0,0
394,1991,Kentucky,170.39999,9.8089809,19.4,,120.5,21,0,0,1,2,0,0
395,1992,Kentucky,167.60001,9.8416891,19,,135.8,22,0,0,1,3,0,0
396,1993,Kentucky,167.60001,9.8432503,19.299999,,145.39999,23,0,0,1,4,0,0
397,1994,Kentucky,170.10001,9.8683996,19.6,,132.8,24,0,0,1,5,0,0
398,1995,Kentucky,175.3,9.9034758,18.9,,134.8,25,0,0,1,6,0,0
399,1996,Kentucky,179,9.9274874,19.1,,139.8,26,0,0,1,7,0,0
400,1997,Kentucky,186.8,9.9321775,19.299999,,145.60001,27,0,0,1,8,0,0
401,1998,Kentucky,171.3,,,,155.7,28,0,0,1,9,0,0
402,1999,Kentucky,165.3,,,,179.2,29,0,0,1,10,0,0
403,2000,Kentucky,156.2,,,,243.39999,30,0,0,1,11,0,0
404,1970,Louisiana,115.9,,,0.18518519,34.299999,0,0,0,0,0,0,0
405,1971,Louisiana,119.8,,,0.1867808,39.299999,1,0,0,0,0,0,0
406,1972,Louisiana,125.3,9.5173655,,0.1883764,40,2,0,0,0,0,0,0
407,1973,Louisiana,126.7,9.5641108,,0.189972,39.900002,3,0,0,0,0,0,0
408,1974,Louisiana,129.89999,9.5798197,,0.1915676,41.599998,4,0,0,0,0,0,0
409,1975,Louisiana,133.60001,9.5852079,,0.1931632,44.299999,5,0,0,0,0,0,0
410,1976,Louisiana,139.60001,9.6443291,,0.1947588,48.099998,6,0,0,0,0,0,0
411,1977,Louisiana,140,9.6790781,,0.1963544,48.900002,7,0,0,0,0,0,0
412,1978,Louisiana,142.7,9.7316809,,0.19795001,54.200001,8,0,0,0,0,0,0
413,1979,Louisiana,140.10001,9.7377748,,0.19954561,57.099998,9,0,0,0,0,0,0
414,1980,Louisiana,143.8,9.7394915,,0.20114119,60,10,0,0,0,0,0,0
415,1981,Louisiana,144,9.7650614,,0.1963432,62.599998,11,0,0,0,0,0,0
416,1982,Louisiana,143.89999,9.7531261,,0.1915451,70.300003,12,0,0,0,0,0,0
417,1983,Louisiana,133.7,9.7468615,,0.186747,80.699997,13,0,0,0,0,0,0
418,1984,Louisiana,128.89999,9.7606812,23.799999,0.1819489,90.699997,14,0,0,0,0,0,0
419,1985,Louisiana,125,9.7616596,23,0.1771508,103,15,0,0,0,0,0,0
420,1986,Louisiana,121.2,9.7405939,23.700001,0.17235281,105.1,16,0,0,0,0,0,0
421,1987,Louisiana,116.5,9.7166986,24.299999,0.16755471,117.8,17,0,0,0,0,0,0
422,1988,Louisiana,110.9,9.7441053,24.6,0.16275661,120.4,18,0,0,0,0,0,0
423,1989,Louisiana,103.6,9.7500658,24.4,0.15795849,130.7,19,0,0,1,0,0,0
424,1990,Louisiana,101.5,9.7702637,26.4,0.1531605,143.39999,20,0,0,1,1,0,0
425,1991,Louisiana,107.2,9.7844229,26.1,,149.60001,21,0,0,1,2,0,0
426,1992,Louisiana,108.5,9.8055668,26.700001,,178.10001,22,0,0,1,3,0,0
427,1993,Louisiana,106.2,9.8215361,26.5,,180.5,23,0,0,1,4,0,0
428,1994,Louisiana,105.3,9.8609934,27.1,,157.39999,24,0,0,1,5,0,0
429,1995,Louisiana,105.7,9.9105272,26.1,,155.8,25,0,0,1,6,0,0
430,1996,Louisiana,106.8,9.9236641,26.5,,165.3,26,0,0,1,7,0,0
431,1997,Louisiana,105.3,9.9265089,26.700001,,166.89999,27,0,0,1,8,0,0
432,1998,Louisiana,103.2,,,,185.89999,28,0,0,1,9,0,0
433,1999,Louisiana,101,,,,208,29,0,0,1,10,0,0
434,2000,Louisiana,104.3,,,,281.20001,30,0,0,1,11,0,0
435,1970,Maine,128.5,,,0.1690141,38,0,0,0,0,0,0,0
436,1971,Maine,133.2,,,0.17033491,38.799999,1,0,0,0,0,0,0
437,1972,Maine,136.5,9.5971403,,0.1716557,41.5,2,0,0,0,0,0,0
438,1973,Maine,138,9.6472855,,0.17297649,41,3,0,0,0,0,0,0
439,1974,Maine,142.10001,9.6362343,,0.1742973,41.799999,4,0,0,0,0,0,0
440,1975,Maine,140.7,9.6008902,,0.1756181,46.700001,5,0,0,0,0,0,0
441,1976,Maine,144.89999,9.6716871,,0.176939,49.900002,6,0,0,0,0,0,0
442,1977,Maine,145.60001,9.678421,,0.1782598,50.900002,7,0,0,0,0,0,0
443,1978,Maine,143.89999,9.6988077,,0.1795806,55,8,0,0,0,0,0,0
444,1979,Maine,138.5,9.6941938,,0.18090139,54.5,9,0,0,0,0,0,0
445,1980,Maine,141.2,9.683053,,0.1822222,59,10,0,0,0,0,0,0
446,1981,Maine,138.89999,9.6794462,,0.17809661,62.900002,11,0,0,0,0,0,0
447,1982,Maine,139.5,9.6835651,,0.17397089,69.699997,12,0,0,0,0,0,0
448,1983,Maine,135.39999,9.7240248,,0.1698453,80.800003,13,0,0,0,0,0,0
449,1984,Maine,135.5,9.7747631,22.1,0.1657197,93.699997,14,0,0,0,0,0,0
450,1985,Maine,127.9,9.8076591,22.200001,0.161594,98.099998,15,0,0,0,0,0,0
451,1986,Maine,119,9.8740902,22.4,0.15746839,112.7,16,0,0,0,0,0,0
452,1987,Maine,125,9.9113073,22.6,0.1533428,121.2,17,0,0,0,0,0,0
453,1988,Maine,125,9.9442158,22.9,0.1492171,129,18,0,0,0,0,0,0
454,1989,Maine,122.4,9.9670792,21.799999,0.1450915,144.39999,19,0,0,1,0,0,0
455,1990,Maine,117.5,9.949729,22.1,0.1409658,160.10001,20,0,0,1,1,0,0
456,1991,Maine,116.1,9.9244347,21.5,,165.8,21,0,0,1,2,0,0
457,1992,Maine,114.5,9.942132,20.799999,,187.7,22,0,0,1,3,0,0
458,1993,Maine,108.5,9.9456549,20.6,,192.60001,23,0,0,1,4,0,0
459,1994,Maine,101.6,9.9626493,20.299999,,178.3,24,0,0,1,5,0,0
460,1995,Maine,102.3,9.9690561,21.1,,184.89999,25,0,0,1,6,0,0
461,1996,Maine,100,9.9872446,21.299999,,186.89999,26,0,0,1,7,0,0
462,1997,Maine,101.1,9.9958286,21,,190.2,27,0,0,1,8,0,0
463,1998,Maine,94.5,,,,219.60001,28,0,0,1,9,0,0
464,1999,Maine,85.5,,,,267.79999,29,0,0,1,10,0,0
465,2000,Maine,82.900002,,,,330.5,30,0,0,1,11,0,0
466,1970,Minnesota,104.3,,,0.1747241,39.099998,0,0,0,0,0,0,0
467,1971,Minnesota,116.4,,,0.1767316,40.099998,1,0,0,0,0,0,0
468,1972,Minnesota,96.800003,9.7651882,,0.1787391,45.200001,2,0,0,0,0,0,0
469,1973,Minnesota,106.8,9.8620453,,0.1807465,45.599998,3,0,0,0,0,0,0
470,1974,Minnesota,110.6,9.8283424,,0.182754,47,4,0,0,0,0,0,0
471,1975,Minnesota,111.5,9.8016319,,0.18476149,49.400002,5,0,0,0,0,0,0
472,1976,Minnesota,116.7,9.8249302,,0.1867689,52.099998,6,0,0,0,0,0,0
473,1977,Minnesota,117.2,9.8759785,,0.1887764,53.099998,7,0,0,0,0,0,0
474,1978,Minnesota,118.9,9.9134417,,0.1907839,57.900002,8,0,0,0,0,0,0
475,1979,Minnesota,118.3,9.9091606,,0.1927914,60.900002,9,0,0,0,0,0,0
476,1980,Minnesota,117.7,9.8774834,,0.1947988,63,10,0,0,0,0,0,0
477,1981,Minnesota,120.8,9.8679962,,0.1892152,65.800003,11,0,0,0,0,0,0
478,1982,Minnesota,119.4,9.8631859,,0.18363149,71.699997,12,0,0,0,0,0,0
479,1983,Minnesota,113.2,9.8746061,,0.17804781,87.300003,13,0,0,0,0,0,0
480,1984,Minnesota,110.8,9.950923,23.5,0.17246421,99.199997,14,0,0,0,0,0,0
481,1985,Minnesota,113,9.9689693,23,0.1668805,101.5,15,0,0,0,0,0,0
482,1986,Minnesota,104.3,10.00552,23,0.1612968,116.3,16,0,0,0,0,0,0
483,1987,Minnesota,108.8,10.02377,23.200001,0.1557132,120.1,17,0,0,0,0,0,0
484,1988,Minnesota,94.099998,10.01661,22.9,0.1501295,141.7,18,0,0,0,0,0,0
485,1989,Minnesota,92.300003,10.04741,22.5,0.14454579,152.5,19,0,0,1,0,0,0
486,1990,Minnesota,90.699997,10.0464,23.200001,0.1389621,162.3,20,0,0,1,1,0,0
487,1991,Minnesota,86.199997,10.03139,22.700001,,173.89999,21,0,0,1,2,0,0
488,1992,Minnesota,83.800003,10.06335,22,,197.7,22,0,0,1,3,0,0
489,1993,Minnesota,81.599998,10.05818,21.9,,215.60001,23,0,0,1,4,0,0
490,1994,Minnesota,83.400002,10.09502,22.5,,196.10001,24,0,0,1,5,0,0
491,1995,Minnesota,84.099998,10.14878,22.1,,202.2,25,0,0,1,6,0,0
492,1996,Minnesota,81.699997,10.18895,22.4,,208.60001,26,0,0,1,7,0,0
493,1997,Minnesota,84.099998,10.17544,22.200001,,216.8,27,0,0,1,8,0,0
494,1998,Minnesota,83.199997,,,,220.2,28,0,0,1,9,0,0
495,1999,Minnesota,80.699997,,,,227.39999,29,0,0,1,10,0,0
496,2000,Minnesota,76,,,,303.60001,30,0,0,1,11,0,0
497,1970,Mississippi,93.400002,,,0.1831304,36.200001,0,0,0,0,0,0,0
498,1971,Mississippi,105.4,,,0.1843731,37.5,1,0,0,0,0,0,0
499,1972,Mississippi,112.1,9.3974485,,0.1856157,37.400002,2,0,0,0,0,0,0
500,1973,Mississippi,115,9.4570627,,0.1868584,37.299999,3,0,0,0,0,0,0
501,1974,Mississippi,117.1,9.4363928,,0.1881011,41.400002,4,0,0,0,0,0,0
502,1975,Mississippi,116.8,9.4136028,,0.1893438,43,5,0,0,0,0,0,0
503,1976,Mississippi,120.9,9.4779911,,0.19058651,46.400002,6,0,0,0,0,0,0
504,1977,Mississippi,122.1,9.5163717,,0.1918292,48.799999,7,0,0,0,0,0,0
505,1978,Mississippi,124.9,9.5403347,,0.1930719,53.599998,8,0,0,0,0,0,0
506,1979,Mississippi,123.9,9.5529699,,0.1943146,56.5,9,0,0,0,0,0,0
507,1980,Mississippi,127,9.5035429,,0.1955573,59.700001,10,0,0,0,0,0,0
508,1981,Mississippi,125.3,9.5124493,,0.1920408,63,11,0,0,0,0,0,0
509,1982,Mississippi,125.8,9.4982471,,0.1885242,69.199997,12,0,0,0,0,0,0
510,1983,Mississippi,122.3,9.5044794,,0.18500771,78.599998,13,0,0,0,0,0,0
511,1984,Mississippi,116.4,9.5459032,20.1,0.1814912,89,14,0,0,0,0,0,0
512,1985,Mississippi,115.3,9.5537367,20.6,0.1779746,96.400002,15,0,0,0,0,0,0
513,1986,Mississippi,113.2,9.5764771,21.5,0.1744581,106,16,0,0,0,0,0,0
514,1987,Mississippi,110,9.5995131,21.6,0.1709415,115.8,17,0,0,0,0,0,0
515,1988,Mississippi,109,9.627286,21.9,0.16742501,122.6,18,0,0,0,0,0,0
516,1989,Mississippi,108.3,9.6436415,21.6,0.1639085,125.8,19,0,0,1,0,0,0
517,1990,Mississippi,101.8,9.6446075,23.299999,0.1603919,139.89999,20,0,0,1,1,0,0
518,1991,Mississippi,105.6,9.6529732,22.9,,142.7,21,0,0,1,2,0,0
519,1992,Mississippi,103.9,9.6849775,23.5,,160.8,22,0,0,1,3,0,0
520,1993,Mississippi,105.4,9.701045,23.9,,177.8,23,0,0,1,4,0,0
521,1994,Mississippi,106,9.7519388,24.5,,156.89999,24,0,0,1,5,0,0
522,1995,Mississippi,107.5,9.7853289,24,,153.89999,25,0,0,1,6,0,0
523,1996,Mississippi,106.9,9.8088684,24.299999,,161.2,26,0,0,1,7,0,0
524,1997,Mississippi,106.3,9.8037863,24.4,,168.60001,27,0,0,1,8,0,0
525,1998,Mississippi,107,,,,175.8,28,0,0,1,9,0,0
526,1999,Mississippi,103.9,,,,199.5,29,0,0,1,10,0,0
527,2000,Mississippi,97.199997,,,,272,30,0,0,1,11,0,0
528,1970,Missouri,121.3,,,0.167593,36,0,0,0,0,0,0,0
529,1971,Missouri,127.6,,,0.16925959,36.799999,1,0,0,0,0,0,0
530,1972,Missouri,130,9.7333536,,0.17092609,37.700001,2,0,0,0,0,0,0
531,1973,Missouri,132.10001,9.7807522,,0.1725927,37.700001,3,0,0,0,0,0,0
532,1974,Missouri,135.39999,9.7390146,,0.17425931,38,4,0,0,0,0,0,0
533,1975,Missouri,135.60001,9.7308102,,0.1759259,43.5,5,0,0,0,0,0,0
534,1976,Missouri,139.5,9.769454,,0.1775924,44.700001,6,0,0,0,0,0,0
535,1977,Missouri,140.8,9.8080416,,0.179259,45.900002,7,0,0,0,0,0,0
536,1978,Missouri,141.8,9.8447638,,0.18092559,49.900002,8,0,0,0,0,0,0
537,1979,Missouri,140.2,9.8475256,,0.18259209,52.200001,9,0,0,0,0,0,0
538,1980,Missouri,142.10001,9.8010473,,0.1842587,57.299999,10,0,0,0,0,0,0
539,1981,Missouri,140.5,9.8103666,,0.1798325,59.900002,11,0,0,0,0,0,0
540,1982,Missouri,139.7,9.8026876,,0.17540631,64.699997,12,0,0,0,0,0,0
541,1983,Missouri,134.10001,9.8293009,,0.1709801,74.800003,13,0,0,0,0,0,0
542,1984,Missouri,130,9.8815126,23.700001,0.1665539,84.800003,14,0,0,0,0,0,0
543,1985,Missouri,129.2,9.9132919,23.700001,0.1621277,93.699997,15,0,0,0,0,0,0
544,1986,Missouri,128.8,9.9467764,24.200001,0.15770151,101.9,16,0,0,0,0,0,0
545,1987,Missouri,128.7,9.9532776,24.200001,0.1532753,108.5,17,0,0,0,0,0,0
546,1988,Missouri,127.4,9.9582586,23.6,0.1488491,114.6,18,0,0,0,0,0,0
547,1989,Missouri,122.8,9.9722586,23.6,0.1444229,118.9,19,0,0,1,0,0,0
548,1990,Missouri,119.1,9.9704046,24.299999,0.13999671,129.10001,20,0,0,1,1,0,0
549,1991,Missouri,119.9,9.9682035,23.9,,132.5,21,0,0,1,2,0,0
550,1992,Missouri,122.3,9.9847984,23.700001,,153.10001,22,0,0,1,3,0,0
551,1993,Missouri,121.6,9.9861755,23.6,,157.60001,23,0,0,1,4,0,0
552,1994,Missouri,119.4,10.01636,24.200001,,146.8,24,0,0,1,5,0,0
553,1995,Missouri,124,10.05391,23.5,,150.3,25,0,0,1,6,0,0
554,1996,Missouri,124.1,10.07675,23.6,,159.8,26,0,0,1,7,0,0
555,1997,Missouri,120.6,10.07141,23.5,,163.39999,27,0,0,1,8,0,0
556,1998,Missouri,120.1,,,,173.8,28,0,0,1,9,0,0
557,1999,Missouri,118,,,,197,29,0,0,1,10,0,0
558,2000,Missouri,113.8,,,,258.79999,30,0,0,1,11,0,0
559,1970,Montana,111.2,,,0.1757925,34,0,0,0,0,0,0,0
560,1971,Montana,115.6,,,0.1771459,34.700001,1,0,0,0,0,0,0
561,1972,Montana,122.2,9.6946411,,0.1784993,40.099998,2,0,0,0,0,0,0
562,1973,Montana,119.9,9.7757425,,0.17985269,40.900002,3,0,0,0,0,0,0
563,1974,Montana,121.9,9.7400379,,0.18120611,41.799999,4,0,0,0,0,0,0
564,1975,Montana,123.7,9.7246466,,0.18255951,43.700001,5,0,0,0,0,0,0
565,1976,Montana,124.9,9.7307987,,0.1839129,45.299999,6,0,0,0,0,0,0
566,1977,Montana,127,9.7327766,,0.1852663,47.599998,7,0,0,0,0,0,0
567,1978,Montana,127.2,9.8146505,,0.1866197,51.900002,8,0,0,0,0,0,0
568,1979,Montana,120.3,9.7786264,,0.1879731,53.700001,9,0,0,0,0,0,0
569,1980,Montana,122,9.7433786,,0.1893266,56.700001,10,0,0,0,0,0,0
570,1981,Montana,121.1,9.7572937,,0.1833387,60.400002,11,0,0,0,0,0,0
571,1982,Montana,122.4,9.7356701,,0.17735089,65.699997,12,0,0,0,0,0,0
572,1983,Montana,113.7,9.7481604,,0.171363,77.199997,13,0,0,0,0,0,0
573,1984,Montana,110.1,9.7452202,29.4,0.1653752,91.300003,14,0,0,0,0,0,0
574,1985,Montana,103.6,9.7294073,27.799999,0.15938739,95.5,15,0,0,0,0,0,0
575,1986,Montana,97.800003,9.7748528,27.4,0.1533995,102,16,0,0,0,0,0,0
576,1987,Montana,91.699997,9.7781172,27.200001,0.1474117,106.2,17,0,0,0,0,0,0
577,1988,Montana,87.099998,9.7651443,27.6,0.1414239,115.3,18,0,0,0,0,0,0
578,1989,Montana,86.199997,9.8151798,27.200001,0.135436,123,19,0,0,1,0,0,0
579,1990,Montana,84.699997,9.8022699,27.799999,0.12944821,140.39999,20,0,0,1,1,0,0
580,1991,Montana,82.900002,9.8321304,28,,143.60001,21,0,0,1,2,0,0
581,1992,Montana,86.599998,9.8387079,27.700001,,163.5,22,0,0,1,3,0,0
582,1993,Montana,86,9.8704977,26.200001,,179.39999,23,0,0,1,4,0,0
583,1994,Montana,88.199997,9.8718996,26.6,,151.3,24,0,0,1,5,0,0
584,1995,Montana,90.5,9.8912792,26.5,,155.39999,25,0,0,1,6,0,0
585,1996,Montana,87.300003,9.9017601,26.700001,,156.8,26,0,0,1,7,0,0
586,1997,Montana,88.900002,9.8860435,27,,164.89999,27,0,0,1,8,0,0
587,1998,Montana,89.099998,,,,175.39999,28,0,0,1,9,0,0
588,1999,Montana,82.599998,,,,196.2,29,0,0,1,10,0,0
589,2000,Montana,75.5,,,,260.70001,30,0,0,1,11,0,0
590,1970,Nebraska,108.1,,,0.17373741,33.900002,0,0,0,0,0,0,0
591,1971,Nebraska,108.6,,,0.17521711,34.700001,1,0,0,0,0,0,0
592,1972,Nebraska,104.9,9.7464752,,0.1766969,41.099998,2,0,0,0,0,0,0
593,1973,Nebraska,106.6,9.8352985,,0.1781767,41.200001,3,0,0,0,0,0,0
594,1974,Nebraska,110.5,9.766387,,0.1796564,42,4,0,0,0,0,0,0
595,1975,Nebraska,114.1,9.797554,,0.18113621,44.599998,5,0,0,0,0,0,0
596,1976,Nebraska,118.1,9.7879744,,0.182616,46.799999,6,0,0,0,0,0,0
597,1977,Nebraska,117.7,9.8011255,,0.1840957,48.099998,7,0,0,0,0,0,0
598,1978,Nebraska,117.4,9.8794575,,0.1855755,53.599998,8,0,0,0,0,0,0
599,1979,Nebraska,116.1,9.8471727,,0.1870553,55.400002,9,0,0,0,0,0,0
600,1980,Nebraska,116.3,9.7723808,,0.188535,59.5,10,0,0,0,0,0,0
601,1981,Nebraska,117,9.81427,,0.1835479,60.900002,11,0,0,0,0,0,0
602,1982,Nebraska,117.1,9.7994776,,0.1785609,69.699997,12,0,0,0,0,0,0
603,1983,Nebraska,110.8,9.8029881,,0.17357381,83.699997,13,0,0,0,0,0,0
604,1984,Nebraska,107.7,9.8535156,25.4,0.1685867,94.800003,14,0,0,0,0,0,0
605,1985,Nebraska,105.1,9.8755312,24.6,0.1635996,95.800003,15,0,0,0,0,0,0
606,1986,Nebraska,103.1,9.8968811,24.5,0.1586125,104,16,0,0,0,0,0,0
607,1987,Nebraska,101.3,9.8999863,24.799999,0.1536254,113.7,17,0,0,0,0,0,0
608,1988,Nebraska,92.900002,9.9353247,24.299999,0.14863829,123.3,18,0,0,0,0,0,0
609,1989,Nebraska,93.800003,9.9413671,24.1,0.1436512,139.3,19,0,0,1,0,0,0
610,1990,Nebraska,89.900002,9.9681711,25.200001,0.1386641,143.39999,20,0,0,1,1,0,0
611,1991,Nebraska,92.400002,9.9650812,24.6,,152.2,21,0,0,1,2,0,0
612,1992,Nebraska,90.599998,9.9983301,24.200001,,169.5,22,0,0,1,3,0,0
613,1993,Nebraska,91.099998,9.9964151,24.299999,,177.2,23,0,0,1,4,0,0
614,1994,Nebraska,85.900002,10.02996,24.700001,,169.60001,24,0,0,1,5,0,0
615,1995,Nebraska,88.5,10.03178,24.1,,170.7,25,0,0,1,6,0,0
616,1996,Nebraska,86.199997,10.07806,24.4,,175.5,26,0,0,1,7,0,0
617,1997,Nebraska,85.5,10.06976,24.4,,184.8,27,0,0,1,8,0,0
618,1998,Nebraska,83.099998,,,,194.60001,28,0,0,1,9,0,0
619,1999,Nebraska,86.599998,,,,214.60001,29,0,0,1,10,0,0
620,2000,Nebraska,77.599998,,,,288.29999,30,0,0,1,11,0,0
621,1970,Nevada,189.5,,,0.1615542,38.900002,0,0,0,0,0,0,0
622,1971,Nevada,190.5,,,0.1637738,44,1,0,0,0,0,0,0
623,1972,Nevada,198.60001,9.9442329,,0.1659933,40.599998,2,0,0,0,0,0,0
624,1973,Nevada,201.5,9.9806318,,0.16821291,40.299999,3,0,0,0,0,0,0
625,1974,Nevada,204.7,9.9286232,,0.17043249,41.900002,4,0,0,0,0,0,0
626,1975,Nevada,205.2,9.9154587,,0.1726521,44.5,5,0,0,0,0,0,0
627,1976,Nevada,201.39999,9.9552307,,0.1748717,44.900002,6,0,0,0,0,0,0
